SA2,Population
122031692,0.33905730490905533
122031693,0.546919616663407
122031694,0.3578329747701936
122031695,0.7007236456092314
122031696,0.6727166047330334
122031697,0.44005476237042834
123011433,0.5216115783297477
123011698,0.2539409348718952
123011699,0.5507529825933895
123011700,0.4411891257578721
123011701,0.748914531586153
123011702,0.3752004693917465
123021436,0.790103657344025
123021437,0.8707999217680422
123021438,0.7975356933307256
123021439,0.00011734793663211422
123021441,0.6573440250342265
123021443,0.8417758654410327
123021444,0.8330921181302562
123021703,0.5850968120477215
123021704,0.41427733229024055
123021705,0.65624877762566
123021706,0.5577938587913163
123031445,0.23344416194015255
123031446,0.4358302366516722
123031447,0.7459026012125953
123031448,0.3846665362800704
124011449,0.22534715431253668
124011450,0.744807353804029
124011451,0.00035204380989634266
124011452,0.5230979855270879
124011453,0.44905143751222376
124011454,0.8639546254645023
124011455,0.2517504400547624
124021456,0.00027381185214159985
124031457,0.6303539996088402
124031459,0.5456679053393311
124031460,0.8277723450029337
124031461,0.6808136123606493
124031462,0.9732837864267553
124031463,0.47283395266966555
124031464,0.70952474085664
124031465,0.23676902014472911
124031707,0.6704478779581459
124031708,0.527322511245844
124041466,0.5985918247604146
124041467,0.6019949149227459
124041468,0.2958732642284373
124051469,0.2551144142382163
124051470,0.7846665362800704
124051580,0.5119890475259143
124051581,0.6831214551144142
125011475,0.00019557989438685703
125011582,0.7691374926657539
125011583,0.41885390181889304
125011584,0.34824955994523765
125011585,0.33823586935263056
125011586,0.8345002933698416
125011587,0.2019166829649912
125011709,0.36518677879913947
125011710,0.8078623117543516
125021477,0.9704283199687073
125021478,0.7258752200273811
125021711,0.45593584979464113
125021712,0.754821044396636
125031479,0.8185018580089967
125031480,0.617797770389204
125031481,0.9166047330334441
125031483,0.8823000195579894
125031484,0.9045178955603363
125031486,0.0005085077254058282
125031487,0.0005085077254058282
125031713,0.6512028163504792
125031714,0.9390573049090554
125031715,0.42663798161548994
125031716,0.2868765890866419
125041489,0.9024056327009583
125041490,0.33115587717582634
125041491,0.7988656366125563
125041493,0.8998239780950519
125041494,0.4380598474476824
125041588,0.5471934285155486
125041589,0.8509290044983375
125041717,0.4773322902405633
125041718,0.3895951496186192
125041719,0.35673772736162723
126011496,0.8532368472521025
126011720,0.5654214746724037
126011721,0.7336984158028554
126021498,0.6057500488949736
126021499,0.3859573635830237
126021500,0.9402307842753765
126021501,0.6127909250929005
126021503,0.7903383532172893
126021590,0.16276158810874242
126021722,0.2733815763739488
126021723,0.7453940934871895
126021724,0.7973792294152161
126021725,0.4711519655779386
127011504,0.707529825933894
127011505,0.49106199882652063
127011592,0.0008996675141795423
127011593,0.2709955016624291
127011594,0.5066692743985918
127011595,0.5109720320751027
127011596,0.5202034030901623
127011597,0.6745159397613926
127011726,0.1867396831605711
127011727,0.5633092118130256
127011728,0.49258752200273814
127011729,0.6946606688832389
127021509,0.6725992567964013
127021510,0.772188539018189
127021511,0.9468022687267749
127021512,0.7156268335615099
127021513,0.8748288675924115
127021514,0.40254253862702916
127021515,0.7152356737727361
127021516,0.8333659299823978
127021517,0.3469587326422844
127021518,0.17007627615881088
127021519,0.7646391550948562
127021520,0.4381771953843145
127021521,0.0015255231762174848
127031522,0.6500684529630354
127031523,0.8172501466849208
127031524,0.8330138861725015
127031599,0.4982202229610796
127031601,0.23320946606688833
127031730,0.4742812438881283
127031731,0.690670839037747
127031732,0.5383532172892627
127031733,0.615372579698807
128011529,0.7112458439272443
128011530,0.8123997653041267
128011531,0.6438490123215334
128011602,0.5038920398982984
128011603,0.5096029728143947
128011604,0.9596323097985527
128011605,0.131859964795619
128011606,0.3507920985722668
128021533,0.261294738900841
128021534,0.4134167807549384
128021535,0.8217876002346959
128021536,0.866458048112654
128021537,0.0017602190494817134
128021538,0.9141013103852924
128021607,0.6797965969098376
128021608,0.2876589086641893
128021609,0.13890084099354585
101021007,0.1693721885390182
101021008,0.33428515548601606
101021009,0.44474867983571287
101021010,0.19921768042245258
101021012,0.49845491883434384
101021610,0.24427928808918442
101021611,0.6463133189908078
101031013,0.09579503227068258
101031014,0.2644240172110307
101031015,0.13534128691570507
101031016,0.3146489340895756
101041017,0.33588891061998827
101041018,0.34832779190299235
101041019,0.34601994914922746
101041020,0.37265793076471737
101041021,0.14750635634656759
101041022,0.0016037551339722277
101041023,0.13334637199295912
101041024,0.13776647760610208
101041025,0.4469000586739683
101041026,0.33467631527478975
101041027,0.38443184040680617
101051539,0.9654997066301584
101051540,0.5393311167611969
101061541,0.26438490123215336
101061542,0.4955994523762957
101061543,0.4298454918834344
101061544,0.29935458634852335
103011059,0.48323880305104633
103011060,0.2699002542538627
103011061,0.18881283004107177
103011612,0.4225699198122433
103011613,0.5606493252493644
103021062,0.25155486016037554
103021063,0.3644826911793468
103021064,0.22272638372775277
103021065,0.39456287893604536
103021066,0.13983962448660278
103021067,0.4296890279679249
103021068,0.12841775865441032
103021069,0.2157246235087033
103031070,0.4854684138470565
103031071,0.3299432818306278
103031072,0.49196166634070015
103031073,0.1327205163309212
103031074,0.4327791902992372
103031075,0.0
103041076,0.29446508898885193
103041077,0.7472716604733033
103041078,0.9015059651867788
103041079,0.4618423626051242
104011080,0.7561509876784667
104011081,0.6616858986896147
104011082,0.6837864267553295
104021083,0.24044592215920205
104021084,0.7092509290044984
104021085,0.44134558967338156
104021086,0.1544298846078623
104021087,0.12642284373166437
104021088,0.3994523762957168
104021089,0.7866614512028164
104021090,0.19100332485820457
104021091,0.5647956190103657
105011092,0.14152161157832974
105011093,0.16307451593976138
105011094,0.15798943868570312
105011095,0.18130256209661647
105011096,0.2303539996088402
105021097,0.6908273029532565
105021098,0.09121846274203012
105031099,0.3108155681595932
105031100,0.4199882652063368
105031101,0.7753960492861334
105031102,0.4089184431840407
105031103,0.23367885781341677
105031104,0.1730490905534911
105031105,0.2562096616467827
105031106,0.3491883434382945
106011107,0.49994132603168395
106011108,0.9283004107177782
106011109,0.35795032270682575
106011110,0.3725796988069626
106011111,0.8145511441423822
106011112,0.6702522980637591
106011113,0.20942695090944652
106021114,0.3384314492470174
106021116,0.3408957559162918
106021614,0.7058869548210444
106021615,0.6971640915313906
106021616,0.3144924701740661
106021617,0.39460199491492276
106021618,0.6245257187561118
106031119,0.2505769606884412
106031120,0.26950909446508897
106031121,0.8570310972032075
106031122,0.5743790338353217
106031123,0.22245257187561118
106031124,0.22421279092509291
106031125,0.5886954821044397
106041126,0.48421670252298066
106041127,0.15974965773518482
106041128,0.23672990416585174
106041129,0.3207510267944455
107011131,0.949657735184823
107011132,0.47604146293761
107011133,0.00027381185214159985
107011134,0.5960884021122629
107011545,0.5548992763543907
107011546,0.38079405437121067
107011547,0.16506943086250733
107021135,0.00019557989438685703
107031136,0.7469587326422844
107031137,0.2709955016624291
107031138,0.34124779972618813
107031139,0.23641697633483277
107031140,0.31703500880109525
107031141,0.7573244670447878
107031142,0.4131820848816742
107031143,0.801681987091727
107041144,0.842871112849599
107041145,0.6265597496577352
107041146,0.892900449833757
107041147,0.3569724232348915
107041148,0.46575396049286133
107041150,0.8127909250929004
107041548,0.627068257383141
107041549,0.6492470174066106
108011151,0.2043809896342656
108011152,0.5741052219831801
108011153,0.27212986504987285
108011154,0.24729121846274202
108021155,0.6183845100723646
108021156,0.37089771171523567
108021157,0.2024643066692744
108021158,0.2782319577547428
108021159,0.31629180520242517
108021160,0.21869743790338353
108031161,0.017367494621552904
108041162,0.7200860551535302
108041164,0.8280070408761979
108041165,0.2067279483669079
108041166,0.5008018775669861
108041619,0.45843927244279287
108041620,0.6734206923528261
108051167,0.20641502053588892
108051168,0.48609426950909446
108051169,0.8323489145315861
108051170,0.5088597692157246
108051171,0.21103070604341873
109011172,0.6981028750244475
109011173,0.41169567768433407
109011174,0.41020927048699396
109011175,0.4869157050655193
109011176,0.6115392137688246
109021177,0.11327987482886759
109021178,0.255818501858009
109021179,0.142812438881283
109031180,0.21779777038920398
109031181,0.28241736749462154
109031182,0.2743985918247604
109031183,0.26653628007040875
109031184,0.2695482104439664
109031185,0.3831801290827303
110011186,0.9454723254449443
110011187,0.17735184823000197
110011188,0.23141013103852923
110011189,0.12301975356933308
110021190,0.3489927635439077
110021191,0.47342069235282613
110021192,0.2045374535497751
110021193,0.22374339917856445
110021194,0.2659104244083708
110031195,0.31265401916682967
110031196,0.21200860551535303
110031197,0.27244279288089185
110031198,0.18212399765304127
110041199,0.3864267553295521
110041200,0.17187561118716996
110041201,0.29759436729904165
110041202,0.845178955603364
110041203,0.6495990612165069
110041204,0.24028945824369255
110041205,0.7483669078818698
111011206,0.6981811069822023
111011207,0.22213964404459222
111011208,0.9918638763935067
111011209,0.967142577743008
111011210,0.37324467044787796
111011211,0.14762370428319968
111011212,0.489419127713671
111011213,0.48875415607275574
111011214,0.5724232348914532
111021215,0.3973009974574614
111021216,0.37915118325836106
111021217,0.6436925484060239
111021218,0.7071386661451203
111021219,0.5458243692548406
111021220,0.36984158028554664
111021221,0.2844513983962449
111031222,0.6505378447095639
111031223,0.33674946215529045
111031224,0.49939370232740077
111031225,0.6783884216702523
111031226,0.6457656952865245
111031227,0.6097398787404655
111031228,0.5671034617641306
111031229,0.5017797770389204
111031230,0.0010952474085663994
111031231,0.49653823586935264
111031232,0.3445726579307647
111031233,0.8226090357911207
111031234,0.5058869548210444
111031235,0.35971054175630746
112011236,0.726696655583806
112011237,0.7154703696460004
112011238,0.2719734011343634
112011239,0.357559162918052
112011240,0.42800704087619795
112011241,0.22045765695286523
112011242,0.36002346958732645
112011243,0.34672403676902014
112021244,0.48241736749462155
112021245,0.2882456483473499
112021246,0.531859964795619
112021247,0.29732055544690006
112021248,0.5964013299432819
112021249,0.616858986896147
112031250,0.5789164873850968
112031251,0.37074124779972617
112031252,0.4032857422256992
112031253,0.548914531586153
112031254,0.8037551339722276
112031550,0.6357128887150401
112031551,0.1298259338939957
112031552,0.3290044983375709
113011256,0.8085272833952669
113011257,0.5047134754547232
113011258,0.4052024251906904
113011259,0.23215333463719928
113021260,0.13745354977508312
113021261,0.26141208683747313
113021262,0.18529239194210836
113031263,0.30072364560923137
113031264,0.14523762957168004
113031265,0.2496381771953843
113031266,0.2576178368863681
113031267,0.6620379424995111
113031268,0.21928417758654412
113031269,0.8874633287698025
113031270,0.4699393702327401
113031271,0.6973596714257775
114011272,0.3681204772149423
114011273,0.14187365538822608
114011274,0.19898298454918834
114011275,0.002425190690397027
114011276,0.18861725014668493
114011277,0.6294543320946606
114011278,0.8936827694113045
114011279,0.5968707216898103
114011280,0.18204576569528652
114011281,0.1447291218462742
114011282,0.6630549579503227
114011283,0.2262468218267162
114021284,0.5295912380207315
114021285,0.2503031488362996
114021286,0.4255818501858009
114021287,0.4146684920790143
114021288,0.14903187952278507
114021289,0.281517699980442
