Location,Score
105031101,0.5344239945466939
105031102,0.22767552828902518
105031103,0.08725289706884799
105031104,0.027720972506248578
105031105,0.07907293796864347
105031106,0.05907748239036582
106011107,0.2581231538286753
106011108,0.0
106011109,0.1781413315155646
106011110,0.1781413315155646
106011111,0.12088161781413315
106011112,0.3531015678254942
106011113,0.1072483526471256
106021114,0.19631901840490798
106021116,0.10179504658032261
106021614,0.26448534423994546
106021615,0.32992501704158145
106021616,0.04998863894569416
106021617,0.14996591683708246
106021618,0.27811860940695293
106031119,0.09452397182458525
106031120,0.03181095205635082
106031121,0.28902522154055893
106031122,0.0
106031123,0.045444217223358306
106031124,0.03817314246762098
106031125,0.278118609406953
106041126,0.09088843444671664
106041127,0.07998182231311057
106041128,0.10497614178595772
106041129,0.10633946830265846
107011131,0.28720745285162463
107011132,0.12269938650306746
107011134,0.3290161326971142
107011545,0.0
107011546,0.0
107011547,0.019995455578277643
107031136,0.30265848670756645
107031137,0.04044535332878891
107031138,0.07089297886843897
107031139,0.026357645989547818
107031140,0.028175414678482155
107031141,0.25221540558963873
107031142,0.1417859577368779
107031143,0.0
107041144,0.36718927516473526
107041145,0.18359463758236763
107041146,0.27948193592365367
107041147,0.0
107041148,0.0
107041150,0.30265848670756645
107041548,0.27266530334014993
107041549,0.2822085889570552
108011151,0.012269938650306733
108011152,0.09725062485798679
108011153,0.07225630538513973
108011154,0.02044989775051124
108021155,0.0
108021156,0.04862531242899339
108021157,0.024994319472847065
108021158,0.0
108021159,0.08179959100204497
108021160,0.050897523290161284
108031161,0.0027266530334014664
108041162,0.14451261077027946
108041164,0.17541467848216313
108041165,0.08043626448534419
108041166,0.12179050215860032
108041619,0.18359463758236763
108041620,0.2544876164508066
108051167,0.01863212906157691
108051168,0.1763235628266303
108051169,0.0
108051170,0.08179959100204497
108051171,0.025903203817314244
109011172,0.3558282208588957
109011173,0.06589411497386957
109011174,0.14451261077027946
109011175,0.21267893660531698
109011176,0.0
109021177,0.026357645989547818
109021178,0.05635082935696431
109021179,0.04635310156782547
109031180,0.055441945012497156
109031181,0.10361281526925699
109031182,0.07361963190184048
109031183,0.10361281526925699
109031184,0.12542603953646897
109031185,0.09179731879118382
110011186,0.3830947511929107
110011187,0.06271301976823446
110011188,0.09997727789138826
110011189,0.05635082935696426
110021190,0.03953646898432173
110021191,0.08270847534651216
110021192,0.0322653942285844
110021193,0.04726198591229262
110021194,0.025448761645080642
110031195,0.06044080890706657
110031196,0.10906612133605999
110031197,0.08997955010224946
110031198,0.1022494887525562
110041199,0.14451261077027946
110041200,0.07770961145194273
110041201,0.03862758463985457
110041202,0.2572142694842081
110041203,0.33946830265848665
110041204,0.0
110041205,0.32538059531924557
111011206,0.2962962962962963
111011207,0.04817087025675982
111011208,0.5816859804589866
111011209,0.5471483753692342
111011210,0.0
111011211,0.035446489434219464
111011212,0.18359463758236763
111011213,0.04408089070665758
111011214,0.23267439218359465
111021215,0.10452169961372414
111021216,0.2199500113610543
111021217,0.47080209043399224
111021218,0.24812542603953647
111021219,0.19222903885480572
111021220,0.14542149511474664
111021221,0.1563281072483526
111031222,0.1672347193819586
111031223,0.0
111031224,0.21267893660531698
111031225,0.26993865030674846
111031226,0.27811860940695293
111031227,0.31765507839127466
111031228,0.05589638718473072
111031229,0.08270847534651213
111031231,0.06907521017950466
111031232,0.13815042035900932
111031233,0.3258350374914792
111031234,0.23721881390593047
111031235,0.17041581458759372
112011236,0.2222222222222222
112011237,0.3053851397409679
112011238,0.030902067711883665
112011239,0.1781413315155646
112011240,0.20540786184957963
112011241,0.03726425812315382
112011242,0.03817314246762098
112011243,0.169052488070893
112021244,0.0
112021245,0.02953874119518291
112021246,0.15269256987048396
112021247,0.03635537377868666
112021248,0.08270847534651216
112021249,0.23994546693933191
112031250,0.21267893660531698
112031251,0.035900931606453065
112031252,0.2235855487389229
112031253,0.31992728925244257
112031254,0.2985685071574642
112031550,0.24721654169506932
112031551,0.022722108611679153
112031552,0.033628720745285154
113011256,0.261758691206544
113011257,0.31992728925244257
113011258,0.12451715519200178
113011259,0.03817314246762098
113021260,0.04726198591229262
113021261,0.03999091115655531
113021262,0.054533060668029994
113031263,0.05816859804589866
113031264,0.03999091115655529
113031265,0.025903203817314244
113031266,0.065439672801636
113031267,0.36355373778686656
113031268,0.05453306066802995
113031269,0.3271983640081799
113031270,0.0845262440354465
113031271,0.4035446489434219
114011272,0.08997955010224946
114011273,0.052715291979095635
114011274,0.07907293796864345
114011275,0.0
114011276,0.03453760508975231
114011277,0.2358554873892297
114011278,0.14723926380368096
114011279,0.12906157691433764
114011280,0.03726425812315382
114011281,0.038173142467620935
114011282,0.27630084071801864
114011283,0.06362190411270159
114021284,0.043626448534423976
114021285,0.18541240627130195
114021286,0.19450124971597357
114021287,0.1963190184049079
114021288,0.014087707339241065
114021289,0.031810952056350796
115011290,0.13587820949784138
115011291,0.0
115011294,0.0
115011296,0.0
115011553,0.03862758463985457
115011554,0.014542149511474665
115011555,0.0
115011556,0.043626448534423976
115011557,0.0
115011558,0.0
115011621,0.0
115011622,0.0
115021297,0.0
115021298,0.0
115031299,0.04089979550102246
115031300,0.24267211997273344
115041301,0.12815269256987047
115041623,0.0
115041624,0.0
115041625,0.0
116011303,0.32083617359690975
116011304,0.3162917518745739
116011306,0.32083617359690975
116011307,0.5962281299704612
116011560,0.17087025675982728
116011561,0.22631220177232445
116011626,0.3326516700749829
116011627,0.2549420586230402
116021309,0.06453078845716882
116021562,0.025903203817314244
116021563,0.3226539422858441
116021628,0.0
116021629,0.0
116021630,0.3908202681208816
116021631,0.0
116021632,0.1549647807316519
116021633,0.06316746194046807
116031313,0.0
116031314,0.17586912065439667
116031315,0.38718473074301296
116031316,0.0
116031317,0.0
116031319,0.41854124062713016
117011320,0.0013633265167007332
117011321,0.18359463758236763
117011323,0.22358554873892292
117011634,0.04589865939559191
117011635,0.3940013633265167
117021327,0.10724835264712564
117021328,0.09634174051351964
117021636,0.20040899795501022
117021637,0.32719836400817986
117031329,0.0781640536241763
117031330,0.0
117031331,0.4344467166553056
117031333,0.13724153601454211
117031336,0.2113156100886162
117031638,0.0
117031639,0.08361735969097929
117031640,0.06180413542376733
117031641,0.21813224267211997
117031642,0.20722563053851398
117031643,0.06998409452397182
117031644,0.0645307884571688
117031645,0.0758918427630084
117031646,0.03908202681208813
117031647,0.1954101340604408
117031648,0.06362190411270165
118011339,0.0
118011340,0.0
118011341,0.10361281526925697
118011344,0.0
118011345,0.0
118011346,0.0
118011347,0.0
118011649,0.0
118011650,0.0
118021564,0.05044308111792773
118021565,0.17177914110429443
118021566,0.04453533287889115
118021567,0.22903885480572594
118021568,0.09815950920245395
118021569,0.0
118021570,0.0
118021651,0.0
118021652,0.19631901840490798
118021653,0.2635764598954783
118021654,0.09815950920245395
119011354,0.0
119011355,0.07089297886843893
119011356,0.09043399227448307
119011358,0.3362872074528516
119011360,0.3640081799591002
119011361,0.0
119011571,0.0
119011572,0.0
119011655,0.0
119011656,0.0
119011657,0.2417632356282663
119011658,0.21267893660531692
119021362,0.13224267211997273
119021366,0.0
119021367,0.1954101340604408
119021573,0.0
119021574,0.0
119021659,0.0
119021660,0.0
119021661,0.2453987730061349
119021662,0.24267211997273344
119021663,0.14542149511474664
119031370,0.14360372642581232
119031371,0.05771415587366507
119031372,0.29720518064076346
119031373,0.0
119031374,0.4526244035446489
119031664,0.065439672801636
119031665,0.14996591683708246
119031666,0.17177914110429443
119031667,0.1731424676209952
119041377,0.22722108611679162
119041378,0.3599182004089979
119041379,0.38900249943194726
119041380,0.34174051351965457
119041381,0.4021813224267212
119041382,0.38536696205407855
119041668,0.2985685071574642
119041669,0.25085207907293794
119041670,0.34355828220858897
119041671,0.23721881390593047
120011383,0.11815496478073163
120011385,0.0
120011386,0.2635764598954783
120011672,0.1326971142922063
120011673,0.1890479436491706
120021387,0.0
120021389,0.0
120021674,0.0
120021675,0.11724608043626447
120031392,0.16087252897068846
120031393,0.3181095205635082
120031394,0.19904567143830945
120031395,0.05589638718473072
120031396,0.5526016814360373
120031576,0.057259713701431465
120031676,0.3144739831856396
120031677,0.22903885480572592
120031678,0.06453078845716882
120031679,0.16723471938195858
120031680,0.21540558963871848
120031681,0.035900931606453065
121011399,0.13633265167007497
121011401,0.0
121011682,0.11361054305839581
121011683,0.0
121011684,0.38900249943194726
121011685,0.0
121011686,0.0
121011687,0.0
121021403,0.11042944785276072
121021404,0.0
121021406,0.0
121021577,0.3526471256532606
121021578,0.053169734151329244
121021579,0.20040899795501022
121031407,0.0
121031408,0.0
121031409,0.0
121031410,0.0
121031411,0.0
121031412,0.0
121041413,0.0
121041414,0.0
121041416,0.10724835264712564
121041417,0.0
121041688,0.0
121041689,0.0
122011418,0.0
122011419,0.0
122021420,0.0
122021421,0.0
122021422,0.0
122021690,0.05816859804589866
122021691,0.06634855714610315
122031424,0.14178595773687794
122031425,0.03135650988411724
122031427,0.0
122031429,0.0
122031430,0.0
122031432,0.0
122031692,0.0
122031693,0.0
122031694,0.041808679845489645
122031695,0.5780504430811179
122031696,0.0
122031697,0.11997273346966596
123011433,0.20995228357191545
123011698,0.19995455578277663
123011699,0.32856169052488066
123011700,0.05362417632356282
123011701,0.31765507839127466
123011702,0.1981367870938423
123021436,0.15632810724835264
123021437,0.2862985685071574
123021438,0.13496932515337423
123021441,0.21540558963871842
123021443,0.13996818904794364
123021444,0.13996818904794364
123021703,0.17541467848216313
123021704,0.33992274483072027
123021705,0.24630765735060212
123021706,0.0
123031445,0.12360827084753466
123031446,0.07407407407407407
123031447,0.4671665530561236
123031448,0.10452169961372414
124011449,0.05635082935696426
124011450,0.09134287661895024
124011452,0.1981367870938423
124011453,0.1513292433537832
124011454,0.10406725744149055
124011455,0.08179959100204492
124031457,0.3271983640081799
124031459,0.14451261077027946
124031460,0.2681208816178141
124031461,0.4399000227221086
124031462,0.3526471256532606
124031463,0.0836173596909793
124031464,0.11270165871392865
124031465,0.11042944785276072
124031707,0.5253351511020222
124031708,0.2635764598954783
124041466,0.32719836400817986
124041467,0.32310838445807766
124041468,0.11997273346966596
124051469,0.1490570324926153
124051470,0.5089752329016133
124051580,0.10724835264712564
124051581,0.0
125011582,0.0
125011583,0.0
125011584,0.0
125011585,0.0
125011586,0.11179277436946147
125011587,0.0
125011709,0.08816178141331515
125011710,0.3144739831856396
125021477,0.5798682117700522
125021478,0.42354010452169955
125021711,0.08725289706884795
125021712,0.26175869120654394
125031479,0.0
125031480,0.0
125031481,0.0
125031483,0.0
125031484,0.0
125031713,0.42717564189956825
125031714,0.0
125031715,0.19768234492160874
125031716,0.11997273346966596
125041489,0.6671211088389002
125041490,0.0
125041491,0.5794137695978187
125041493,0.5253351511020222
125041494,0.055441945012497156
125041588,0.34174051351965457
125041589,0.6216768916155418
125041717,0.42717564189956825
125041718,0.19450124971597363
125041719,0.17177914110429443
126011496,0.0
126011720,0.05771415587366507
126011721,0.15814587593728696
126021498,0.0
126021499,0.0
126021500,0.35855487389229723
126021501,0.08861622358554873
126021503,0.2572142694842081
126021590,0.0
126021722,0.0
126021723,0.32538059531924557
126021724,0.3067484662576687
126021725,0.21358782094978412
127011504,0.0
127011505,0.21267893660531698
127011592,0.0
127011593,0.07498295841854119
127011594,0.0
127011595,0.08270847534651216
127011596,0.23176550783912744
127011597,0.45989547830038624
127011726,0.032719836400818
127011727,0.2626675755510111
127011728,0.2331288343558282
127011729,0.47443762781186094
127021509,0.0
127021510,0.0840718018632129
127021511,0.0
127021512,0.0
127021513,0.0
127021514,0.0
127021515,0.0
127021516,0.0
127021517,0.0
127021518,0.0854351283799136
127021519,0.0
127021520,0.0
127031522,0.12042717564189957
127031523,0.5507839127471029
127031524,0.23994546693933194
127031599,0.0
127031601,0.0
127031730,0.23176550783912744
127031731,0.0
127031732,0.0
127031733,0.34174051351965457
128011529,0.0
128011530,0.2999318336741649
128011531,0.07180186321290616
128011602,0.25357873210633947
128011603,0.0
128011604,0.14587593728698023
128011605,0.0
128011606,0.0
128021533,0.030447625539650067
128021534,0.0
128021535,0.0
128021536,0.0
128021538,0.29266075891842763
128021607,0.0890706657577823
128021608,0.0
128021609,0.0
